data,municipio,vlr_cesta_basica
01-01-2010,Brasília,214.47
01-02-2010,Brasília,216.89
01-03-2010,Brasília,236.41
01-04-2010,Brasília,237.76
01-05-2010,Brasília,233.25
01-06-2010,Brasília,230.39
01-07-2010,Brasília,221.17
01-08-2010,Brasília,213.98
01-09-2010,Brasília,215.99
01-10-2010,Brasília,224.24
01-11-2010,Brasília,236.73
01-12-2010,Brasília,233.67
01-01-2011,Brasília,255.65
01-02-2011,Brasília,250.48
01-03-2011,Brasília,250.35
01-04-2011,Brasília,248.32
01-05-2011,Brasília,248.93
01-06-2011,Brasília,246.1
01-07-2011,Brasília,241.89
01-08-2011,Brasília,244.24
01-09-2011,Brasília,241.9
01-10-2011,Brasília,243.11
01-11-2011,Brasília,249.13
01-12-2011,Brasília,247.88
01-01-2012,Brasília,259.59
01-02-2012,Brasília,255.91
01-03-2012,Brasília,253.7
01-04-2012,Brasília,255.5
01-05-2012,Brasília,253.21
01-06-2012,Brasília,259.7
01-07-2012,Brasília,275.58
01-08-2012,Brasília,284.5
01-09-2012,Brasília,281.87
01-10-2012,Brasília,271.55
01-11-2012,Brasília,266.85
01-12-2012,Brasília,275.95
01-01-2013,Brasília,307.14
01-02-2013,Brasília,306.39
01-03-2013,Brasília,310.75
01-04-2013,Brasília,309.68
01-05-2013,Brasília,303.37
01-06-2013,Brasília,312.09
01-07-2013,Brasília,284.45
01-08-2013,Brasília,286.49
01-09-2013,Brasília,276.14
01-10-2013,Brasília,284.12
01-11-2013,Brasília,286.35
01-12-2013,Brasília,289.72
01-01-2014,Brasília,304.09
01-02-2014,Brasília,295.23
01-03-2014,Brasília,323.02
01-04-2014,Brasília,331.53
01-05-2014,Brasília,331.19
01-06-2014,Brasília,324.07
01-07-2014,Brasília,300.86
01-08-2014,Brasília,297.27
01-09-2014,Brasília,300.54
01-10-2014,Brasília,303.28
01-11-2014,Brasília,321.05
01-12-2014,Brasília,329.66
01-01-2015,Brasília,353.6
01-02-2015,Brasília,355.7
01-03-2015,Brasília,351.93
01-04-2015,Brasília,358.0
01-05-2015,Brasília,370.23
01-06-2015,Brasília,359.61
01-07-2015,Brasília,354.94
01-08-2015,Brasília,342.66
01-09-2015,Brasília,338.28
01-10-2015,Brasília,345.38
01-11-2015,Brasília,377.24
01-12-2015,Brasília,392.93
01-12-2015 (1),Brasília,398.65
01-01-2016,Brasília,451.76
01-02-2016,Brasília,438.69
01-03-2016,Brasília,444.74
01-04-2016,Brasília,427.68
01-05-2016,Brasília,441.6
01-06-2016,Brasília,448.4
01-07-2016,Brasília,447.36
01-08-2016,Brasília,451.29
01-09-2016,Brasília,461.99
01-10-2016,Brasília,436.85
01-11-2016,Brasília,436.68
01-12-2016,Brasília,433.74
01-01-2017,Brasília,432.65
01-02-2017,Brasília,416.59
01-03-2017,Brasília,415.39
01-04-2017,Brasília,427.37
01-05-2017,Brasília,422.53
01-06-2017,Brasília,404.88
01-07-2017,Brasília,405.4
01-08-2017,Brasília,396.54
01-09-2017,Brasília,383.03
01-10-2017,Brasília,388.78
01-11-2017,Brasília,380.52
01-12-2017,Brasília,379.77
01-01-2018,Brasília,416.5
01-02-2018,Brasília,408.68
01-03-2018,Brasília,404.6
01-04-2018,Brasília,402.31
01-05-2018,Brasília,404.65
01-06-2018,Brasília,413.02
01-07-2018,Brasília,390.34
01-08-2018,Brasília,385.62
01-09-2018,Brasília,390.14
01-10-2018,Brasília,408.57
01-11-2018,Brasília,430.82
01-12-2018,Brasília,435.83
01-01-2019,Brasília,427.1
01-02-2019,Brasília,427.54
01-03-2019,Brasília,474.94
01-04-2019,Brasília,487.02
01-05-2019,Brasília,487.3
01-06-2019,Brasília,454.9
01-07-2019,Brasília,449.27
01-08-2019,Brasília,433.45
01-09-2019,Brasília,420.01
01-10-2019,Brasília,441.91
01-12-2019,Brasília,473.9
01-01-2020,Brasília,483.17
01-02-2020,Brasília,481.78
01-03-2020,Brasília,484.15
01-04-2020,Brasília,471.17
01-05-2020,Brasília,441.09
01-06-2020,Brasília,450.45
01-07-2020,Brasília,449.96
01-08-2020,Brasília,443.28
01-09-2020,Brasília,445.76
01-10-2020,Brasília,490.48
01-11-2020,Brasília,572.64
01-12-2020,Brasília,591.82
01-01-2021,Brasília,614.31
01-02-2021,Brasília,591.44
01-03-2021,Brasília,580.76
01-04-2021,Brasília,587.33
01-05-2021,Brasília,588.24
01-06-2021,Brasília,584.99
01-07-2021,Brasília,582.35
01-08-2021,Brasília,594.59
01-09-2021,Brasília,617.65
01-10-2021,Brasília,644.09
01-11-2021,Brasília,631.95
01-12-2021,Brasília,621.56
01-01-2022,Brasília,661.09
01-02-2022,Brasília,670.98
01-03-2022,Brasília,704.65
01-04-2022,Brasília,741.55
01-05-2022,Brasília,696.34
01-06-2022,Brasília,698.36
01-07-2022,Brasília,703.93
01-08-2022,Brasília,689.31
01-09-2022,Brasília,687.21
01-10-2022,Brasília,699.09
01-11-2022,Brasília,712.2
01-12-2022,Brasília,728.78
01-01-2023,Brasília,729.73
01-02-2023,Brasília,719.74
01-03-2023,Brasília,693.32
01-04-2023,Brasília,717.09
01-05-2023,Brasília,703.43
01-06-2023,Brasília,687.33
01-07-2023,Brasília,687.58
01-08-2023,Brasília,689.98
01-09-2023,Brasília,662.2
01-10-2023,Brasília,647.76
01-11-2023,Brasília,667.58
01-12-2023,Brasília,698.74
01-01-2024,Brasília,742.52
01-02-2024,Brasília,741.91
01-03-2024,Brasília,747.68
01-04-2024,Brasília,727.95
01-05-2024,Brasília,737.37
01-06-2024,Brasília,738.93
01-07-2024,Brasília,694.31
01-08-2024,Brasília,673.14
01-09-2024,Brasília,682.51
01-10-2024,Brasília,711.05
01-11-2024,Brasília,742.25
01-12-2024,Brasília,743.19
01-01-2025,Brasília,756.03
01-02-2025,Brasília,772.3
01-03-2025,Brasília,782.65
01-10-2012,Campo Grande,264.22
01-11-2012,Campo Grande,266.06
01-12-2012,Campo Grande,268.03
01-01-2013,Campo Grande,287.87
01-02-2013,Campo Grande,294.32
01-03-2013,Campo Grande,301.57
01-04-2013,Campo Grande,295.99
01-05-2013,Campo Grande,306.8
01-06-2013,Campo Grande,300.48
01-07-2013,Campo Grande,288.79
01-08-2013,Campo Grande,289.12
01-09-2013,Campo Grande,290.58
01-10-2013,Campo Grande,291.11
01-11-2013,Campo Grande,295.75
01-12-2013,Campo Grande,301.2
01-01-2014,Campo Grande,288.57
01-02-2014,Campo Grande,292.09
01-03-2014,Campo Grande,329.61
01-04-2014,Campo Grande,330.61
01-05-2014,Campo Grande,323.84
01-06-2014,Campo Grande,309.09
01-07-2014,Campo Grande,293.55
01-08-2014,Campo Grande,288.28
01-09-2014,Campo Grande,285.02
01-10-2014,Campo Grande,296.22
01-11-2014,Campo Grande,303.69
01-12-2014,Campo Grande,308.32
01-01-2015,Campo Grande,329.58
01-02-2015,Campo Grande,326.43
01-03-2015,Campo Grande,327.67
01-04-2015,Campo Grande,347.48
01-05-2015,Campo Grande,364.35
01-06-2015,Campo Grande,349.8
01-07-2015,Campo Grande,347.08
01-08-2015,Campo Grande,338.79
01-09-2015,Campo Grande,336.69
01-10-2015,Campo Grande,339.2
01-11-2015,Campo Grande,368.59
01-12-2015,Campo Grande,378.55
01-12-2015 (1),Campo Grande,388.47
01-01-2016,Campo Grande,412.61
01-02-2016,Campo Grande,387.87
01-03-2016,Campo Grande,394.04
01-04-2016,Campo Grande,402.89
01-05-2016,Campo Grande,401.63
01-06-2016,Campo Grande,428.73
01-07-2016,Campo Grande,430.37
01-08-2016,Campo Grande,440.86
01-09-2016,Campo Grande,432.27
01-10-2016,Campo Grande,436.51
01-11-2016,Campo Grande,425.78
01-12-2016,Campo Grande,408.06
01-01-2017,Campo Grande,393.25
01-02-2017,Campo Grande,385.38
01-03-2017,Campo Grande,391.95
01-04-2017,Campo Grande,402.19
01-05-2017,Campo Grande,395.11
01-06-2017,Campo Grande,386.68
01-07-2017,Campo Grande,382.17
01-08-2017,Campo Grande,355.09
01-09-2017,Campo Grande,359.24
01-10-2017,Campo Grande,368.83
01-11-2017,Campo Grande,364.33
01-12-2017,Campo Grande,366.26
01-01-2018,Campo Grande,384.26
01-02-2018,Campo Grande,372.79
01-03-2018,Campo Grande,382.47
01-04-2018,Campo Grande,378.4
01-05-2018,Campo Grande,398.14
01-06-2018,Campo Grande,380.18
01-07-2018,Campo Grande,370.59
01-08-2018,Campo Grande,364.66
01-09-2018,Campo Grande,383.77
01-10-2018,Campo Grande,396.8
01-11-2018,Campo Grande,420.8
01-12-2018,Campo Grande,422.88
01-01-2019,Campo Grande,414.83
01-02-2019,Campo Grande,438.64
01-03-2019,Campo Grande,447.5
01-04-2019,Campo Grande,492.55
01-05-2019,Campo Grande,423.97
01-06-2019,Campo Grande,428.33
01-07-2019,Campo Grande,420.07
01-08-2019,Campo Grande,408.11
01-09-2019,Campo Grande,396.98
01-10-2019,Campo Grande,409.3
01-11-2019,Campo Grande,422.06
01-12-2019,Campo Grande,450.08
01-01-2020,Campo Grande,458.0
01-02-2020,Campo Grande,445.4
01-03-2020,Campo Grande,474.53
01-04-2020,Campo Grande,495.69
01-05-2020,Campo Grande,455.35
01-06-2020,Campo Grande,475.01
01-07-2020,Campo Grande,479.79
01-08-2020,Campo Grande,484.46
01-09-2020,Campo Grande,492.8
01-10-2020,Campo Grande,520.12
01-11-2020,Campo Grande,589.08
01-12-2020,Campo Grande,576.48
01-01-2021,Campo Grande,578.62
01-02-2021,Campo Grande,551.58
01-03-2021,Campo Grande,552.99
01-04-2021,Campo Grande,586.26
01-05-2021,Campo Grande,575.01
01-06-2021,Campo Grande,566.78
01-07-2021,Campo Grande,588.84
01-08-2021,Campo Grande,609.33
01-09-2021,Campo Grande,630.83
01-10-2021,Campo Grande,653.4
01-11-2021,Campo Grande,645.17
01-12-2021,Campo Grande,641.37
01-01-2022,Campo Grande,660.11
01-02-2022,Campo Grande,678.43
01-03-2022,Campo Grande,715.81
01-04-2022,Campo Grande,761.73
01-05-2022,Campo Grande,706.12
01-06-2022,Campo Grande,702.65
01-07-2022,Campo Grande,707.0
01-08-2022,Campo Grande,698.31
01-09-2022,Campo Grande,711.09
01-10-2022,Campo Grande,733.65
01-11-2022,Campo Grande,738.53
01-12-2022,Campo Grande,744.21
01-01-2023,Campo Grande,743.09
01-02-2023,Campo Grande,719.94
01-03-2023,Campo Grande,719.15
01-04-2023,Campo Grande,737.74
01-05-2023,Campo Grande,724.09
01-06-2023,Campo Grande,730.19
01-07-2023,Campo Grande,698.31
01-08-2023,Campo Grande,691.7
01-09-2023,Campo Grande,675.68
01-10-2023,Campo Grande,682.97
01-11-2023,Campo Grande,674.79
01-12-2023,Campo Grande,697.69
01-01-2024,Campo Grande,736.76
01-02-2024,Campo Grande,748.2
01-03-2024,Campo Grande,730.02
01-04-2024,Campo Grande,732.75
01-05-2024,Campo Grande,748.48
01-06-2024,Campo Grande,748.89
01-07-2024,Campo Grande,736.98
01-08-2024,Campo Grande,714.6
01-09-2024,Campo Grande,714.63
01-10-2024,Campo Grande,751.06
01-11-2024,Campo Grande,772.45
01-12-2024,Campo Grande,770.35
01-01-2025,Campo Grande,764.24
01-02-2025,Campo Grande,773.95
01-03-2025,Campo Grande,788.58
01-12-2015 (1),Cuiabá,390.88
01-01-2016,Cuiabá,423.0
01-02-2016,Cuiabá,402.57
01-03-2016,Cuiabá,407.72
01-04-2016,Cuiabá,402.29
01-05-2016,Cuiabá,410.09
01-06-2016,Cuiabá,430.78
01-07-2016,Cuiabá,442.5
01-08-2016,Cuiabá,453.1
01-09-2016,Cuiabá,453.65
01-10-2016,Cuiabá,452.62
01-11-2016,Cuiabá,431.46
01-12-2016,Cuiabá,426.22
01-01-2017,Cuiabá,408.51
01-02-2017,Cuiabá,394.45
01-03-2017,Cuiabá,389.94
01-04-2017,Cuiabá,411.41
01-05-2017,Cuiabá,402.52
01-06-2017,Cuiabá,395.23
01-07-2017,Cuiabá,395.04
01-08-2017,Cuiabá,375.96
01-09-2017,Cuiabá,366.94
01-10-2017,Cuiabá,379.74
01-11-2017,Cuiabá,375.6
01-12-2017,Cuiabá,376.71
01-01-2018,Cuiabá,403.35
01-02-2018,Cuiabá,395.03
01-03-2018,Cuiabá,398.54
01-04-2018,Cuiabá,391.56
01-05-2018,Cuiabá,395.49
01-06-2018,Cuiabá,425.32
01-07-2018,Cuiabá,388.43
01-08-2018,Cuiabá,385.61
01-01-2010,Goiânia,199.71
01-02-2010,Goiânia,190.63
01-03-2010,Goiânia,206.91
01-04-2010,Goiânia,206.46
01-05-2010,Goiânia,212.07
01-06-2010,Goiânia,223.13
01-07-2010,Goiânia,215.02
01-08-2010,Goiânia,213.97
01-09-2010,Goiânia,217.66
01-10-2010,Goiânia,229.93
01-11-2010,Goiânia,236.31
01-12-2010,Goiânia,234.61
01-01-2011,Goiânia,241.59
01-02-2011,Goiânia,241.53
01-03-2011,Goiânia,242.55
01-04-2011,Goiânia,237.16
01-05-2011,Goiânia,240.35
01-06-2011,Goiânia,232.58
01-07-2011,Goiânia,229.38
01-08-2011,Goiânia,227.21
01-09-2011,Goiânia,231.46
01-10-2011,Goiânia,233.48
01-11-2011,Goiânia,233.67
01-12-2011,Goiânia,246.7
01-01-2012,Goiânia,250.82
01-02-2012,Goiânia,251.04
01-03-2012,Goiânia,234.14
01-04-2012,Goiânia,235.36
01-05-2012,Goiânia,246.39
01-06-2012,Goiânia,244.03
01-07-2012,Goiânia,258.66
01-08-2012,Goiânia,263.9
01-09-2012,Goiânia,250.13
01-10-2012,Goiânia,251.12
01-11-2012,Goiânia,237.92
01-12-2012,Goiânia,263.17
01-01-2013,Goiânia,287.94
01-02-2013,Goiânia,286.34
01-03-2013,Goiânia,287.78
01-04-2013,Goiânia,284.22
01-05-2013,Goiânia,293.96
01-06-2013,Goiânia,289.62
01-07-2013,Goiânia,269.34
01-08-2013,Goiânia,258.45
01-09-2013,Goiânia,257.99
01-10-2013,Goiânia,262.47
01-11-2013,Goiânia,254.44
01-12-2013,Goiânia,274.67
01-01-2014,Goiânia,273.84
01-02-2014,Goiânia,275.32
01-03-2014,Goiânia,310.04
01-04-2014,Goiânia,293.27
01-05-2014,Goiânia,296.77
01-06-2014,Goiânia,295.12
01-07-2014,Goiânia,280.93
01-08-2014,Goiânia,276.18
01-09-2014,Goiânia,279.95
01-10-2014,Goiânia,287.46
01-11-2014,Goiânia,295.79
01-12-2014,Goiânia,301.21
01-01-2015,Goiânia,323.73
01-02-2015,Goiânia,325.64
01-03-2015,Goiânia,323.48
01-04-2015,Goiânia,327.69
01-05-2015,Goiânia,347.03
01-06-2015,Goiânia,329.65
01-07-2015,Goiânia,327.47
01-08-2015,Goiânia,320.69
01-09-2015,Goiânia,311.2
01-10-2015,Goiânia,310.73
01-11-2015,Goiânia,321.85
01-12-2015,Goiânia,335.87
01-12-2015 (1),Goiânia,335.58
01-01-2016,Goiânia,388.45
01-02-2016,Goiânia,371.8
01-03-2016,Goiânia,378.45
01-04-2016,Goiânia,382.16
01-05-2016,Goiânia,385.24
01-06-2016,Goiânia,421.46
01-07-2016,Goiânia,424.47
01-08-2016,Goiânia,411.12
01-09-2016,Goiânia,393.39
01-10-2016,Goiânia,389.44
01-11-2016,Goiânia,387.56
01-12-2016,Goiânia,386.84
01-01-2017,Goiânia,385.84
01-02-2017,Goiânia,380.18
01-03-2017,Goiânia,388.31
01-04-2017,Goiânia,388.83
01-05-2017,Goiânia,392.72
01-06-2017,Goiânia,390.1
01-07-2017,Goiânia,386.67
01-08-2017,Goiânia,386.81
01-09-2017,Goiânia,372.99
01-10-2017,Goiânia,362.58
01-11-2017,Goiânia,361.96
01-12-2017,Goiânia,360.7
01-01-2018,Goiânia,362.23
01-02-2018,Goiânia,364.01
01-03-2018,Goiânia,360.43
01-04-2018,Goiânia,365.81
01-05-2018,Goiânia,366.65
01-06-2018,Goiânia,365.81
01-07-2018,Goiânia,366.38
01-08-2018,Goiânia,362.47
01-09-2018,Goiânia,354.11
01-10-2018,Goiânia,357.72
01-11-2018,Goiânia,368.06
01-12-2018,Goiânia,388.86
01-01-2019,Goiânia,398.23
01-02-2019,Goiânia,416.4
01-03-2019,Goiânia,433.43
01-04-2019,Goiânia,445.28
01-05-2019,Goiânia,425.35
01-06-2019,Goiânia,421.65
01-07-2019,Goiânia,420.55
01-08-2019,Goiânia,399.4
01-09-2019,Goiânia,391.31
01-10-2019,Goiânia,395.7
01-11-2019,Goiânia,400.16
01-12-2019,Goiânia,454.75
01-01-2020,Goiânia,455.08
01-02-2020,Goiânia,448.62
01-03-2020,Goiânia,456.18
01-04-2020,Goiânia,493.21
01-05-2020,Goiânia,505.99
01-06-2020,Goiânia,480.78
01-07-2020,Goiânia,472.86
01-08-2020,Goiânia,483.15
01-09-2020,Goiânia,510.52
01-10-2020,Goiânia,537.61
01-11-2020,Goiânia,557.46
01-12-2020,Goiânia,563.8
01-01-2021,Goiânia,574.76
01-02-2021,Goiânia,560.67
01-03-2021,Goiânia,552.05
01-04-2021,Goiânia,556.27
01-05-2021,Goiânia,564.04
01-06-2021,Goiânia,551.49
01-07-2021,Goiânia,562.13
01-08-2021,Goiânia,565.4
01-09-2021,Goiânia,574.08
01-10-2021,Goiânia,591.78
01-11-2021,Goiânia,599.64
01-12-2021,Goiânia,597.24
01-01-2022,Goiânia,624.91
01-02-2022,Goiânia,641.09
01-03-2022,Goiânia,663.48
01-04-2022,Goiânia,682.87
01-05-2022,Goiânia,674.63
01-06-2022,Goiânia,674.08
01-07-2022,Goiânia,672.91
01-08-2022,Goiânia,660.83
01-09-2022,Goiânia,658.7
01-10-2022,Goiânia,675.79
01-11-2022,Goiânia,689.49
01-12-2022,Goiânia,704.63
01-01-2023,Goiânia,710.62
01-02-2023,Goiânia,695.18
01-03-2023,Goiânia,680.92
01-04-2023,Goiânia,704.94
01-05-2023,Goiânia,704.89
01-06-2023,Goiânia,669.39
01-07-2023,Goiânia,657.71
01-08-2023,Goiânia,641.53
01-09-2023,Goiânia,630.95
01-10-2023,Goiânia,636.07
01-11-2023,Goiânia,648.59
01-12-2023,Goiânia,669.36
01-01-2024,Goiânia,710.7
01-02-2024,Goiânia,707.81
01-03-2024,Goiânia,703.57
01-04-2024,Goiânia,701.01
01-05-2024,Goiânia,704.51
01-06-2024,Goiânia,711.43
01-07-2024,Goiânia,695.98
01-08-2024,Goiânia,667.87
01-09-2024,Goiânia,672.93
01-10-2024,Goiânia,695.37
01-11-2024,Goiânia,727.65
01-12-2024,Goiânia,732.5
01-01-2025,Goiânia,756.92
01-02-2025,Goiânia,739.34
01-03-2025,Goiânia,754.06
01-01-2010,Belo Horizonte,205.69
01-02-2010,Belo Horizonte,216.51
01-03-2010,Belo Horizonte,224.37
01-04-2010,Belo Horizonte,239.06
01-05-2010,Belo Horizonte,240.47
01-06-2010,Belo Horizonte,231.54
01-07-2010,Belo Horizonte,217.97
01-08-2010,Belo Horizonte,213.81
01-09-2010,Belo Horizonte,217.66
01-10-2010,Belo Horizonte,229.64
01-11-2010,Belo Horizonte,235.83
01-12-2010,Belo Horizonte,236.24
01-01-2011,Belo Horizonte,244.12
01-02-2011,Belo Horizonte,246.63
01-03-2011,Belo Horizonte,248.77
01-04-2011,Belo Horizonte,247.03
01-05-2011,Belo Horizonte,247.23
01-06-2011,Belo Horizonte,248.06
01-07-2011,Belo Horizonte,245.09
01-08-2011,Belo Horizonte,249.48
01-09-2011,Belo Horizonte,250.96
01-10-2011,Belo Horizonte,252.2
01-11-2011,Belo Horizonte,256.7
01-12-2011,Belo Horizonte,264.01
01-01-2012,Belo Horizonte,268.07
01-02-2012,Belo Horizonte,264.28
01-03-2012,Belo Horizonte,260.93
01-04-2012,Belo Horizonte,258.78
01-05-2012,Belo Horizonte,264.95
01-06-2012,Belo Horizonte,265.9
01-07-2012,Belo Horizonte,288.26
01-08-2012,Belo Horizonte,286.35
01-09-2012,Belo Horizonte,295.6
01-10-2012,Belo Horizonte,290.61
01-11-2012,Belo Horizonte,282.82
01-12-2012,Belo Horizonte,290.88
01-01-2013,Belo Horizonte,299.79
01-02-2013,Belo Horizonte,313.48
01-03-2013,Belo Horizonte,323.97
01-04-2013,Belo Horizonte,324.53
01-05-2013,Belo Horizonte,314.78
01-06-2013,Belo Horizonte,308.48
01-07-2013,Belo Horizonte,293.48
01-08-2013,Belo Horizonte,290.54
01-09-2013,Belo Horizonte,295.96
01-10-2013,Belo Horizonte,302.76
01-11-2013,Belo Horizonte,310.84
01-12-2013,Belo Horizonte,312.25
01-01-2014,Belo Horizonte,306.01
01-02-2014,Belo Horizonte,308.16
01-03-2014,Belo Horizonte,307.18
01-04-2014,Belo Horizonte,342.49
01-05-2014,Belo Horizonte,345.14
01-06-2014,Belo Horizonte,319.84
01-07-2014,Belo Horizonte,308.35
01-08-2014,Belo Horizonte,303.5
01-09-2014,Belo Horizonte,303.54
01-10-2014,Belo Horizonte,307.5
01-11-2014,Belo Horizonte,309.56
01-12-2014,Belo Horizonte,316.06
01-01-2015,Belo Horizonte,337.57
01-02-2015,Belo Horizonte,341.72
01-03-2015,Belo Horizonte,343.22
01-04-2015,Belo Horizonte,348.36
01-05-2015,Belo Horizonte,355.92
01-06-2015,Belo Horizonte,338.76
01-07-2015,Belo Horizonte,345.02
01-08-2015,Belo Horizonte,337.42
01-09-2015,Belo Horizonte,338.19
01-10-2015,Belo Horizonte,338.61
01-11-2015,Belo Horizonte,362.19
01-12-2015,Belo Horizonte,376.91
01-12-2015 (1),Belo Horizonte,370.49
01-01-2016,Belo Horizonte,417.72
01-02-2016,Belo Horizonte,400.29
01-03-2016,Belo Horizonte,408.84
01-04-2016,Belo Horizonte,399.24
01-05-2016,Belo Horizonte,408.5
01-06-2016,Belo Horizonte,425.82
01-07-2016,Belo Horizonte,423.1
01-08-2016,Belo Horizonte,429.64
01-09-2016,Belo Horizonte,421.55
01-10-2016,Belo Horizonte,418.47
01-11-2016,Belo Horizonte,400.9
01-12-2016,Belo Horizonte,394.66
01-01-2017,Belo Horizonte,389.69
01-02-2017,Belo Horizonte,377.66
01-03-2017,Belo Horizonte,385.57
01-04-2017,Belo Horizonte,397.36
01-05-2017,Belo Horizonte,390.6
01-06-2017,Belo Horizonte,374.87
01-07-2017,Belo Horizonte,383.69
01-08-2017,Belo Horizonte,365.05
01-09-2017,Belo Horizonte,361.82
01-10-2017,Belo Horizonte,365.89
01-11-2017,Belo Horizonte,359.71
01-12-2017,Belo Horizonte,361.61
01-01-2018,Belo Horizonte,380.02
01-02-2018,Belo Horizonte,381.9
01-03-2018,Belo Horizonte,378.13
01-04-2018,Belo Horizonte,376.58
01-05-2018,Belo Horizonte,375.11
01-06-2018,Belo Horizonte,373.92
01-07-2018,Belo Horizonte,363.28
01-08-2018,Belo Horizonte,357.93
01-09-2018,Belo Horizonte,358.83
01-10-2018,Belo Horizonte,372.77
01-11-2018,Belo Horizonte,401.9
01-12-2018,Belo Horizonte,408.71
01-01-2019,Belo Horizonte,405.4
01-02-2019,Belo Horizonte,425.0
01-03-2019,Belo Horizonte,443.26
01-04-2019,Belo Horizonte,456.91
01-05-2019,Belo Horizonte,424.85
01-06-2019,Belo Horizonte,429.3
01-07-2019,Belo Horizonte,415.03
01-08-2019,Belo Horizonte,401.14
01-09-2019,Belo Horizonte,390.93
01-10-2019,Belo Horizonte,391.85
01-11-2019,Belo Horizonte,393.58
01-12-2019,Belo Horizonte,444.91
01-01-2020,Belo Horizonte,456.35
01-02-2020,Belo Horizonte,459.1
01-03-2020,Belo Horizonte,461.28
01-04-2020,Belo Horizonte,484.55
01-05-2020,Belo Horizonte,484.02
01-06-2020,Belo Horizonte,475.19
01-07-2020,Belo Horizonte,465.06
01-08-2020,Belo Horizonte,478.07
01-09-2020,Belo Horizonte,491.62
01-10-2020,Belo Horizonte,516.82
01-11-2020,Belo Horizonte,552.37
01-12-2020,Belo Horizonte,568.53
01-01-2021,Belo Horizonte,592.26
01-02-2021,Belo Horizonte,573.53
01-03-2021,Belo Horizonte,555.67
01-04-2021,Belo Horizonte,565.78
01-06-2021,Belo Horizonte,532.01
01-07-2021,Belo Horizonte,549.49
01-08-2021,Belo Horizonte,562.95
01-09-2021,Belo Horizonte,582.61
01-10-2021,Belo Horizonte,598.79
01-11-2021,Belo Horizonte,594.97
01-12-2021,Belo Horizonte,605.16
01-01-2022,Belo Horizonte,632.83
01-02-2022,Belo Horizonte,642.01
01-03-2022,Belo Horizonte,669.47
01-04-2022,Belo Horizonte,693.41
01-05-2022,Belo Horizonte,653.12
01-06-2022,Belo Horizonte,648.77
01-07-2022,Belo Horizonte,652.07
01-08-2022,Belo Horizonte,638.19
01-09-2022,Belo Horizonte,650.16
01-10-2022,Belo Horizonte,662.37
01-11-2022,Belo Horizonte,693.37
01-12-2022,Belo Horizonte,696.32
01-01-2023,Belo Horizonte,707.93
01-02-2023,Belo Horizonte,679.86
01-03-2023,Belo Horizonte,654.57
01-04-2023,Belo Horizonte,668.96
01-05-2023,Belo Horizonte,666.82
01-06-2023,Belo Horizonte,656.02
01-07-2023,Belo Horizonte,652.78
01-08-2023,Belo Horizonte,646.02
01-09-2023,Belo Horizonte,633.78
01-10-2023,Belo Horizonte,627.72
01-11-2023,Belo Horizonte,639.68
01-12-2023,Belo Horizonte,656.29
01-01-2024,Belo Horizonte,724.73
01-02-2024,Belo Horizonte,727.46
01-03-2024,Belo Horizonte,712.51
01-04-2024,Belo Horizonte,712.7
01-05-2024,Belo Horizonte,693.39
01-06-2024,Belo Horizonte,701.55
01-07-2024,Belo Horizonte,656.69
01-08-2024,Belo Horizonte,655.25
01-09-2024,Belo Horizonte,651.44
01-10-2024,Belo Horizonte,678.07
01-11-2024,Belo Horizonte,686.9
01-12-2024,Belo Horizonte,694.77
01-01-2025,Belo Horizonte,717.51
01-02-2025,Belo Horizonte,726.01
01-03-2025,Belo Horizonte,744.1
01-01-2010,Rio de Janeiro,213.77
01-02-2010,Rio de Janeiro,221.8
01-03-2010,Rio de Janeiro,240.22
01-04-2010,Rio de Janeiro,253.13
01-05-2010,Rio de Janeiro,240.36
01-06-2010,Rio de Janeiro,228.16
01-07-2010,Rio de Janeiro,213.1
01-08-2010,Rio de Janeiro,211.88
01-09-2010,Rio de Janeiro,219.54
01-10-2010,Rio de Janeiro,230.13
01-11-2010,Rio de Janeiro,242.35
01-12-2010,Rio de Janeiro,242.67
01-01-2011,Rio de Janeiro,252.24
01-02-2011,Rio de Janeiro,249.02
01-03-2011,Rio de Janeiro,259.8
01-04-2011,Rio de Janeiro,255.16
01-05-2011,Rio de Janeiro,260.0
01-06-2011,Rio de Janeiro,256.91
01-07-2011,Rio de Janeiro,241.47
01-08-2011,Rio de Janeiro,253.1
01-09-2011,Rio de Janeiro,250.81
01-10-2011,Rio de Janeiro,251.97
01-11-2011,Rio de Janeiro,261.69
01-12-2011,Rio de Janeiro,262.9
01-01-2012,Rio de Janeiro,271.71
01-02-2012,Rio de Janeiro,263.46
01-03-2012,Rio de Janeiro,256.74
01-04-2012,Rio de Janeiro,252.04
01-05-2012,Rio de Janeiro,260.49
01-06-2012,Rio de Janeiro,270.36
01-07-2012,Rio de Janeiro,290.64
01-08-2012,Rio de Janeiro,302.52
01-09-2012,Rio de Janeiro,297.17
01-10-2012,Rio de Janeiro,295.39
01-11-2012,Rio de Janeiro,272.1
01-12-2012,Rio de Janeiro,281.83
01-01-2013,Rio de Janeiro,303.86
01-02-2013,Rio de Janeiro,306.83
01-03-2013,Rio de Janeiro,314.99
01-04-2013,Rio de Janeiro,327.52
01-05-2013,Rio de Janeiro,321.41
01-06-2013,Rio de Janeiro,310.0
01-07-2013,Rio de Janeiro,300.71
01-08-2013,Rio de Janeiro,298.42
