data,municipio,vlr_cesta_basica
01-12-2012,Salvador,227.12
01-01-2013,Salvador,267.65
01-02-2013,Salvador,270.04
01-03-2013,Salvador,281.05
01-04-2013,Salvador,268.05
01-05-2013,Salvador,257.98
01-06-2013,Salvador,260.2
01-07-2013,Salvador,259.73
01-08-2013,Salvador,257.54
01-09-2013,Salvador,256.16
01-10-2013,Salvador,256.78
01-11-2013,Salvador,259.93
01-12-2013,Salvador,265.13
01-01-2014,Salvador,265.86
01-02-2014,Salvador,262.78
01-03-2014,Salvador,272.56
01-04-2014,Salvador,274.38
01-05-2014,Salvador,277.52
01-06-2014,Salvador,278.97
01-07-2014,Salvador,270.06
01-08-2014,Salvador,266.34
01-09-2014,Salvador,263.63
01-10-2014,Salvador,257.8
01-11-2014,Salvador,255.72
01-12-2014,Salvador,267.82
01-01-2015,Salvador,299.17
01-02-2015,Salvador,311.65
01-03-2015,Salvador,302.97
01-04-2015,Salvador,314.44
01-05-2015,Salvador,348.04
01-06-2015,Salvador,320.03
01-07-2015,Salvador,317.9
01-08-2015,Salvador,305.11
01-09-2015,Salvador,297.07
01-10-2015,Salvador,297.83
01-11-2015,Salvador,323.23
01-12-2015,Salvador,331.2
01-12-2015 (1),Salvador,314.23
01-01-2016,Salvador,349.26
01-02-2016,Salvador,337.84
01-03-2016,Salvador,348.71
01-04-2016,Salvador,344.29
01-05-2016,Salvador,354.12
01-06-2016,Salvador,365.77
01-07-2016,Salvador,380.03
01-08-2016,Salvador,376.45
01-09-2016,Salvador,381.93
01-10-2016,Salvador,375.6
01-11-2016,Salvador,358.77
01-12-2016,Salvador,355.15
01-01-2017,Salvador,359.75
01-02-2017,Salvador,349.4
01-03-2017,Salvador,349.66
01-04-2017,Salvador,366.63
01-05-2017,Salvador,351.31
01-06-2017,Salvador,350.22
01-07-2017,Salvador,357.28
01-08-2017,Salvador,332.1
01-09-2017,Salvador,318.52
01-10-2017,Salvador,318.31
01-11-2017,Salvador,315.98
01-12-2017,Salvador,316.65
01-01-2018,Salvador,333.98
01-02-2018,Salvador,336.59
01-03-2018,Salvador,322.88
01-04-2018,Salvador,325.42
01-05-2018,Salvador,327.56
01-06-2018,Salvador,333.0
01-07-2018,Salvador,321.62
01-08-2018,Salvador,311.92
01-09-2018,Salvador,315.86
01-10-2018,Salvador,331.02
01-11-2018,Salvador,330.17
01-12-2018,Salvador,343.82
01-01-2019,Salvador,353.43
01-02-2019,Salvador,362.93
01-03-2019,Salvador,382.35
01-04-2019,Salvador,396.75
01-05-2019,Salvador,392.97
01-06-2019,Salvador,384.76
01-07-2019,Salvador,372.25
01-08-2019,Salvador,350.75
01-09-2019,Salvador,345.04
01-10-2019,Salvador,347.65
01-11-2019,Salvador,341.45
01-12-2019,Salvador,360.51
01-01-2020,Salvador,376.49
01-02-2020,Salvador,395.49
01-03-2020,Salvador,408.06
01-04-2020,Salvador,425.12
01-05-2020,Salvador,410.33
01-06-2020,Salvador,419.18
01-07-2020,Salvador,415.22
01-08-2020,Salvador,418.72
01-09-2020,Salvador,459.33
01-10-2020,Salvador,454.5
01-11-2020,Salvador,488.1
01-12-2020,Salvador,479.08
01-01-2021,Salvador,488.94
01-02-2021,Salvador,479.19
01-03-2021,Salvador,461.28
01-04-2021,Salvador,457.56
01-05-2021,Salvador,470.14
01-06-2021,Salvador,467.3
01-07-2021,Salvador,482.58
01-08-2021,Salvador,485.44
01-09-2021,Salvador,478.86
01-10-2021,Salvador,487.59
01-11-2021,Salvador,505.94
01-12-2021,Salvador,518.21
01-01-2022,Salvador,540.01
01-02-2022,Salvador,552.3
01-03-2022,Salvador,560.39
01-04-2022,Salvador,575.84
01-05-2022,Salvador,578.88
01-06-2022,Salvador,580.82
01-07-2022,Salvador,586.54
01-08-2022,Salvador,576.93
01-09-2022,Salvador,560.31
01-10-2022,Salvador,562.59
01-11-2022,Salvador,550.67
01-12-2022,Salvador,570.7
01-01-2023,Salvador,594.83
01-02-2023,Salvador,596.88
01-03-2023,Salvador,591.4
01-04-2023,Salvador,585.99
01-05-2023,Salvador,594.32
01-06-2023,Salvador,595.84
01-07-2023,Salvador,596.04
01-08-2023,Salvador,575.81
01-09-2023,Salvador,571.01
01-10-2023,Salvador,563.1
01-11-2023,Salvador,550.86
01-12-2023,Salvador,560.81
01-01-2024,Salvador,593.26
01-02-2024,Salvador,604.3
01-03-2024,Salvador,620.13
01-04-2024,Salvador,640.12
01-05-2024,Salvador,623.05
01-06-2024,Salvador,613.22
01-07-2024,Salvador,579.75
01-08-2024,Salvador,560.72
01-09-2024,Salvador,553.62
01-10-2024,Salvador,560.65
01-11-2024,Salvador,574.78
01-12-2024,Salvador,583.89
01-01-2025,Salvador,620.23
01-02-2025,Salvador,628.8
01-03-2025,Salvador,633.58
01-12-2015 (1),São Luís,327.49
01-01-2016,São Luís,351.17
01-02-2016,São Luís,355.29
01-03-2016,São Luís,356.56
01-04-2016,São Luís,357.11
01-05-2016,São Luís,360.12
01-06-2016,São Luís,368.49
01-07-2016,São Luís,384.63
01-08-2016,São Luís,386.2
01-09-2016,São Luís,383.04
01-10-2016,São Luís,386.41
01-11-2016,São Luís,371.42
01-12-2016,São Luís,356.07
01-01-2017,São Luís,353.97
01-02-2017,São Luís,354.45
01-03-2017,São Luís,364.28
01-04-2017,São Luís,365.57
01-05-2017,São Luís,364.8
01-06-2017,São Luís,365.52
01-07-2017,São Luís,367.59
01-08-2017,São Luís,352.36
01-09-2017,São Luís,338.38
01-10-2017,São Luís,337.37
01-11-2017,São Luís,333.14
01-12-2017,São Luís,334.13
01-01-2018,São Luís,355.22
01-02-2018,São Luís,356.74
01-03-2018,São Luís,353.16
01-04-2018,São Luís,345.33
01-05-2018,São Luís,349.98
01-06-2018,São Luís,358.71
01-07-2018,São Luís,336.67
01-08-2018,São Luís,329.42
01-09-2018,São Luís,324.04
01-10-2018,São Luís,333.36
01-11-2018,São Luís,354.83
01-12-2018,São Luís,353.4
01-01-2019,São Luís,353.85
01-02-2019,São Luís,368.82
01-03-2019,São Luís,395.58
01-04-2019,São Luís,423.66
01-12-2015 (1),Teresina,343.59
01-01-2016,Teresina,375.05
01-02-2016,Teresina,377.93
01-03-2016,Teresina,385.8
01-04-2016,Teresina,378.21
01-05-2016,Teresina,375.64
01-06-2016,Teresina,395.69
01-07-2016,Teresina,400.27
01-08-2016,Teresina,399.73
01-09-2016,Teresina,402.34
01-10-2016,Teresina,395.21
01-11-2016,Teresina,383.52
01-12-2016,Teresina,378.95
01-01-2017,Teresina,381.12
01-02-2017,Teresina,376.48
01-03-2017,Teresina,391.15
01-04-2017,Teresina,397.3
01-05-2017,Teresina,397.38
01-06-2017,Teresina,389.39
01-07-2017,Teresina,382.63
01-07-2012,Macaé,254.3
01-08-2012,Macaé,269.77
01-09-2012,Macaé,262.71
01-10-2012,Macaé,262.45
01-11-2012,Macaé,248.96
01-12-2012,Macaé,252.88
01-01-2013,Macaé,275.69
01-02-2013,Macaé,276.53
01-03-2013,Macaé,274.27
01-04-2013,Macaé,275.07
01-05-2013,Macaé,277.75
01-06-2013,Macaé,266.0
01-07-2013,Macaé,260.66
01-08-2013,Macaé,257.54
01-09-2013,Macaé,257.51
01-10-2013,Macaé,264.88
01-11-2013,Macaé,261.7
01-12-2013,Macaé,264.98
01-01-2014,Macaé,269.89
01-02-2014,Macaé,272.5
01-03-2014,Macaé,279.12
01-04-2014,Macaé,280.02
01-05-2014,Macaé,285.7
01-06-2014,Macaé,277.78
01-07-2014,Macaé,272.82
01-08-2014,Macaé,278.12
01-09-2014,Macaé,278.17
01-10-2014,Macaé,281.53
01-11-2014,Macaé,280.99
01-12-2014,Macaé,308.26
01-01-2015,Macaé,326.12
01-02-2015,Macaé,328.74
01-03-2015,Macaé,328.15
01-04-2015,Macaé,333.67
01-05-2015,Macaé,349.62
01-06-2015,Macaé,328.42
01-07-2015,Macaé,339.22
01-08-2015,Macaé,325.9
01-09-2015,Macaé,324.69
01-10-2015,Macaé,321.06
01-11-2015,Macaé,337.45
01-12-2015,Macaé,345.84
01-12-2015 (1),Macaé,354.05
01-01-2016,Macaé,396.39
01-02-2016,Macaé,388.93
01-03-2016,Macaé,378.92
01-04-2016,Macaé,372.31
01-05-2016,Macaé,379.38
01-06-2016,Macaé,397.22
01-07-2016,Macaé,382.05
01-08-2016,Macaé,418.16
01-09-2016,Macaé,413.2
01-10-2016,Macaé,410.67
01-11-2016,Macaé,404.92
01-12-2016,Macaé,395.22
01-01-2017,Macaé,391.84
01-02-2017,Macaé,387.68
01-03-2017,Macaé,388.74
01-04-2017,Macaé,396.17
01-05-2017,Macaé,392.88
01-06-2017,Macaé,388.69
01-07-2017,Macaé,380.57
01-08-2017,Macaé,373.19
01-09-2017,Macaé,369.93
01-10-2017,Macaé,369.49
01-11-2017,Macaé,370.11
01-12-2017,Macaé,362.38
01-02-2018,Macaé,376.2
01-06-2018,Macaé,368.77
01-07-2018,Macaé,360.86
01-12-2020,Macaé,567.89
